SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,112 Peabody St,San Francisco,CA,94134,1300000,4,1.5,SAN FRANCISCO,1904,3646,1924,13,683,,Active,August-3-2025 02:30 PM,August-3-2025 04:30 PM,https://www.redfin.com/CA/San-Francisco/112-Peabody-St-94134/home/789719,MLSListings,ML82015225,N,Y,37.7109538,-122.4073782
MLS Listing,,Single Family Residential,3639 Mission St,San Francisco,CA,94110,1075000,3,2.0,SF District 9,1356,2692,1910,13,793,,Active,,,https://www.redfin.com/CA/San-Francisco/3639-Mission-St-94110/home/1167305,San Francisco MLS,425058932,N,Y,37.7382041,-122.4237752
MLS Listing,,Multi-Family (5+ Unit),1110 Steiner St,San Francisco,CA,94115,1288000,7,4.0,SF District 6,3000,2217,1963,13,429,,Active,,,https://www.redfin.com/CA/San-Francisco/1110-Steiner-St-94115/home/575030,San Francisco MLS,425057887,N,Y,37.7797775,-122.4335331
MLS Listing,,Other,405 2nd Ave,San Francisco,CA,94118,1800000,8,2.0,SF District 1,6168,3250,1921,13,292,,Active,,,https://www.redfin.com/CA/San-Francisco/405-2nd-Ave-94118/home/1580344,San Francisco MLS,425058962,N,Y,37.7809031,-122.4601502
MLS Listing,,Condo/Co-op,815 Tennessee St #306,San Francisco,CA,94107,859000,1,1.0,SF District 9,761,19972,2018,13,1129,936,Active,August-3-2025 01:00 PM,August-3-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/815-Tennessee-St-94107/unit-306/home/196500672,San Francisco MLS,425052214,N,Y,37.7614764,-122.3892934
MLS Listing,,Single Family Residential,1767 21st Ave,San Francisco,CA,94122,1195000,3,2.0,SF District 2,1472,2996,1939,13,812,,Active,,,https://www.redfin.com/CA/San-Francisco/1767-21st-Ave-94122/home/640056,San Francisco MLS,425058829,N,Y,37.7547667,-122.4789175
MLS Listing,,Single Family Residential,546 Ellsworth St,San Francisco,CA,94110,999000,3,1.0,SF District 9,2257,2100,1904,13,443,,Active,,,https://www.redfin.com/CA/San-Francisco/546-Ellsworth-St-94110/home/1631276,San Francisco MLS,425055172,N,Y,37.7365284,-122.4149497
MLS Listing,,Single Family Residential,4258 26th St,San Francisco,CA,94131,5495000,5,4.5,SF District 5,3854,2964,1890,13,1426,,Active,,,https://www.redfin.com/CA/San-Francisco/4258-26th-St-94131/home/2025296,San Francisco MLS,425058587,N,Y,37.7482208,-122.4351275
MLS Listing,,Condo/Co-op,915 North Point St Unit L3,San Francisco,CA,94109,799000,1,1.0,SF District 8,,14697,,13,,603,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/915-N-Point-St-94109/unit-L3/home/196499112,San Francisco MLS,425058915,N,Y,37.805147,-122.422351
MLS Listing,,Condo/Co-op,401 Harrison St Unit 44A,San Francisco,CA,94105,3100000,2,2.0,SF District 9,1648,56023,2014,13,1881,1775,Active,,,https://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-44A/home/144064335,San Francisco MLS,425058903,N,Y,37.7863747,-122.3919931
MLS Listing,,Single Family Residential,160 Upland Dr,San Francisco,CA,94127,2495000,5,4.0,SF District 4,2594,3785,1927,13,962,,Active,August-2-2025 02:00 PM,August-2-2025 05:00 PM,https://www.redfin.com/CA/San-Francisco/160-Upland-Dr-94127/home/699419,San Francisco MLS,425057557,N,Y,37.728998,-122.4627815
MLS Listing,,Condo/Co-op,631 Ofarrell St #2002,San Francisco,CA,94109,448000,1,1.0,SF District 8,1000,18438,1930,13,448,1917,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/631-Ofarrell-St-94109/unit-2002/home/1418632,San Francisco MLS,425024973,N,Y,37.785248,-122.4151803
MLS Listing,,Condo/Co-op,181 Fremont St Unit 59A,San Francisco,CA,94105,3495000,2,2.5,SF District 9,1894,,2018,13,1845,4177,Active,,,https://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-59A/home/191433241,San Francisco MLS,425058122,N,Y,37.7896113,-122.3954593
MLS Listing,,Condo/Co-op,1354 Utah St,San Francisco,CA,94110,1248000,2,2.5,SF District 9,1256,2506,2005,13,994,400,Active,,,https://www.redfin.com/CA/San-Francisco/1354-Utah-St-94110/home/1585879,San Francisco MLS,425058801,N,Y,37.7523041,-122.4055212
MLS Listing,,Other,233 14th St,San Francisco,CA,94103,1995000,8,1.0,SF District 9,4974,2317,1907,13,401,,Active,,,https://www.redfin.com/CA/San-Francisco/233-14th-St-94103/home/2013911,San Francisco MLS,425058803,N,Y,37.7681849,-122.4186541
MLS Listing,,Single Family Residential,2232 Bush St,San Francisco,CA,94115,5200000,3,3.5,SF District 6,6374,3188,1919,13,816,,Active,August-3-2025 01:00 PM,August-3-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/2232-Bush-St-94115/home/174972855,San Francisco MLS,425058147,N,Y,37.7872091,-122.4341518
MLS Listing,,Multi-Family (5+ Unit),388 5th St,San Francisco,CA,94107,3500000,30,,SF District 9,9810,4464,1909,13,357,,Active,,,https://www.redfin.com/CA/San-Francisco/388-5th-St-94107/home/1166198,San Francisco MLS,425058792,N,Y,37.7790508,-122.4022601
MLS Listing,,Condo/Co-op,2250 24th St #233,San Francisco,CA,94107,359000,0,1.0,SF District 9,456,80224,1989,13,787,803,Active,,,https://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-233/home/1993570,San Francisco MLS,425058330,N,Y,37.7538812,-122.4022601
MLS Listing,,Condo/Co-op,1 Hawthorne Unit 14C,San Francisco,CA,94105,1200000,2,2.0,DOWNTOWN,1313,12409,2010,13,914,1574,Active,,,https://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-14C/home/40168392,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41105255,N,Y,37.7857425,-122.3988969
MLS Listing,,Condo/Co-op,128 Morris St #15,San Francisco,CA,94107,599000,1,1.5,SF District 9,748,7501,2001,13,801,766,Active,,,https://www.redfin.com/CA/San-Francisco/128-Morris-St-94107/unit-15/home/856297,San Francisco MLS,425055724,N,Y,37.7760878,-122.4017187
MLS Listing,,Single Family Residential,21 Hollywood Ct,San Francisco,CA,94112,898000,2,1.5,SF District 10,1513,2000,1926,14,594,,Active,August-3-2025 01:00 PM,August-3-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/21-Hollywood-Ct-94112/home/1017115,San Francisco MLS,425058099,N,Y,37.7146845,-122.440988
MLS Listing,,Condo/Co-op,35 Dolores St #204,San Francisco,CA,94103,799000,1,1.0,SF District 5,749,19819,2015,14,1067,693,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/35-Dolores-St-94103/unit-204/home/103687969,San Francisco MLS,425057475,N,Y,37.7684964,-122.4264188
MLS Listing,,Single Family Residential,1234 Francisco St #1,San Francisco,CA,94123,1095000,2,2.0,SF District 7,,2064,1924,14,,609,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1234-Francisco-St-94123/unit-1/home/195652318,San Francisco MLS,425058452,N,Y,37.8033561,-122.4256703
MLS Listing,,Condo/Co-op,617 Broderick St Unit B,San Francisco,CA,94117,2400000,4,4.0,SF District 6,2805,2500,1904,14,856,210,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/617-Broderick-St-94117/unit-B/home/1999608,San Francisco MLS,425052022,N,Y,37.7759379,-122.439995
MLS Listing,,Condo/Co-op,1523 Franklin St #801,San Francisco,CA,94109,3698000,3,2.0,SF District 6,1911,4157,,14,1935,1734,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1523-Franklin-St-94109/unit-801/home/177931633,San Francisco MLS,425053785,N,Y,37.7886133,-122.4239413
MLS Listing,,Condo/Co-op,2990 Jackson St #4,San Francisco,CA,94115,1275000,1,1.0,SF District 7,,5000,1924,14,,600,Active,,,https://www.redfin.com/CA/San-Francisco/2990-Jackson-St-94115/unit-4/home/1154068,San Francisco MLS,425058262,N,Y,37.7914098,-122.4442023
MLS Listing,,Condo/Co-op,824 Hyde St,San Francisco,CA,94109,7745000,19,,SF District 8,12585,2813,2020,14,615,,Active,,,https://www.redfin.com/CA/San-Francisco/824-Hyde-St-94109/home/1919780,San Francisco MLS,425058382,N,Y,37.7885884,-122.4166169
MLS Listing,,Single Family Residential,19 Farallones St,San Francisco,CA,94112,699000,2,1.0,SF District 3,800,2500,1907,14,874,,Active,August-1-2025 03:30 PM,August-1-2025 05:00 PM,https://www.redfin.com/CA/San-Francisco/19-Farallones-St-94112/home/828851,San Francisco MLS,425058343,N,Y,37.7139499,-122.4530854
MLS Listing,,Single Family Residential,39 Miguel St,San Francisco,CA,94131,3995000,4,4.0,SF District 5,5017,2722,1958,14,796,,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/39-Miguel-St-94131/home/1363476,San Francisco MLS,425034196,N,Y,37.7392681,-122.4298847
MLS Listing,,Condo/Co-op,2125 Bryant St #403,San Francisco,CA,94110,359466,2,1.0,SF District 9,1109,47098,2009,14,324,756,Active,August-2-2025 12:00 PM,August-2-2025 02:00 PM,https://www.redfin.com/CA/San-Francisco/2125-Bryant-St-94110/unit-403/home/40138317,San Francisco MLS,425058263,N,Y,37.7596538,-122.4096214
MLS Listing,,Condo/Co-op,2152 15th St,San Francisco,CA,94114,1575000,2,2.0,SF District 5,1792,3450,1900,14,879,513,Active,August-3-2025 01:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/2152-15th-St-94114/home/144911400,San Francisco MLS,425058000,N,Y,37.766057,-122.432235
MLS Listing,,Multi-Family (2-4 Unit),874 27th Ave,San Francisco,CA,94121,2549000,4,2.0,SF District 1,3290,3497,1929,14,775,,Active,August-2-2025 02:00 PM,August-2-2025 04:30 PM,https://www.redfin.com/CA/San-Francisco/874-27th-Ave-94121/home/621682,San Francisco MLS,425055519,N,Y,37.772978,-122.486004
MLS Listing,,Condo/Co-op,401 Harrison St Unit 25A,San Francisco,CA,94105,950000,1,1.0,SAN FRANCISCO,840,56192,2014,15,1131,1699,Active,,,https://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-25A/home/144064234,MLSListings,ML82014931,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,1 Crescent Way #1402,San Francisco,CA,94134,699000,2,2.0,BAYVIEW,1063,,2001,15,658,733,Active,,,https://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1402/home/919662,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41105066,N,Y,37.7108272,-122.3902205
MLS Listing,,Condo/Co-op,1001 17th St #201,San Francisco,CA,94107,659000,1,1.0,SF District 9,591,9426,2016,15,1115,494,Active,August-3-2025 11:15 AM,August-3-2025 01:15 PM,https://www.redfin.com/CA/San-Francisco/1001-17th-St-94107/unit-201/home/102252385,San Francisco MLS,425053534,N,Y,37.7650712,-122.3941426
MLS Listing,,Multi-Family (2-4 Unit),52-54 Eastwood Dr,San Francisco,CA,94112,2388000,6,6.0,SAN FRANCISCO,2704,3628,1917,15,883,14,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/54-Eastwood-Dr-94112/home/114081986,MLSListings,ML82014871,N,Y,37.7265483,-122.4570518
MLS Listing,,Condo/Co-op,490 33rd Ave #201,San Francisco,CA,94121,679000,1,1.0,SF District 1,686,12000,1980,15,990,414,Active,,,https://www.redfin.com/CA/San-Francisco/490-33rd-Ave-94121/unit-201/home/2018534,San Francisco MLS,425058135,N,Y,37.7800326,-122.4931172
MLS Listing,,Single Family Residential,786 Colby St,San Francisco,CA,94134,1200000,4,2.0,PORTOLA DISTRICT,1064,1750,1955,15,1128,,Active,August-3-2025 11:00 AM,August-3-2025 02:00 PM,https://www.redfin.com/CA/San-Francisco/786-Colby-St-94134/home/1922973,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41104928,N,Y,37.7206503,-122.4107681
MLS Listing,,Condo/Co-op,1032 Capp St,San Francisco,CA,94110,1050000,3,1.0,SF District 9,1250,4802,1921,15,840,392,Active,,,https://www.redfin.com/CA/San-Francisco/1032-Capp-St-94110/home/110052467,San Francisco MLS,425054880,N,Y,37.750228,-122.4173874
MLS Listing,,Condo/Co-op,137 Nautilus Ct #82,San Francisco,CA,94124,770000,3,3.0,Hunters Point,1360,,1981,15,566,726,Active,,,https://www.redfin.com/CA/San-Francisco/137-Nautilus-Ct-94124/unit-82/home/739878,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41104926,N,Y,37.7278234,-122.3732379
MLS Listing,,Condo/Co-op,300 3rd St #311,San Francisco,CA,94107,848000,1,1.0,SF District 9,1000,48941,1990,15,848,883,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-311/home/945721,San Francisco MLS,425015668,N,Y,37.7835932,-122.3989159
MLS Listing,,Multi-Family (2-4 Unit),1646 19th Ave,San Francisco,CA,94122,1498000,4,4.0,SF District 2,3400,2696,1957,15,441,,Active,,,https://www.redfin.com/CA/San-Francisco/1646-19th-Ave-94122/home/1799721,San Francisco MLS,425057788,N,Y,37.7570945,-122.4763337
MLS Listing,,Single Family Residential,2 Byron Ct,San Francisco,CA,94112,2650000,4,3.5,SF District 10,2605,2678,2020,15,1017,,Active,,,https://www.redfin.com/CA/San-Francisco/2-Byron-Ct-94112/home/110065537,San Francisco MLS,425057875,N,Y,37.7098915,-122.4435993
MLS Listing,,Multi-Family (5+ Unit),1217-1219 Kearny St,San Francisco,CA,94133,2999000,4,4.0,SF District 8,3240,1200,1910,15,926,,Active,August-3-2025 01:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1219-Kearny-St-94133/home/542701,San Francisco MLS,425048635,N,Y,37.7992671,-122.4058002
MLS Listing,,Single Family Residential,839 Cole St #839,San Francisco,CA,94117,1395000,2,2.0,SF District 5,1240,3467,1900,16,1125,727,Active,August-2-2025 12:00 PM,August-2-2025 02:00 PM,https://www.redfin.com/CA/San-Francisco/839-Cole-St-94117/unit-839/home/196427767,San Francisco MLS,425056695,N,Y,37.7661933,-122.4502259
MLS Listing,,Single Family Residential,2926 25th St,San Francisco,CA,94110,1024000,3,2.0,SF District 9,1350,5170,1904,16,759,571,Active,August-2-2025 11:30 AM,August-2-2025 01:30 PM,https://www.redfin.com/CA/San-Francisco/2926-25th-St-94110/home/984095,San Francisco MLS,425057842,N,Y,37.751456,-122.408552
MLS Listing,,Single Family Residential,2928 25th St,San Francisco,CA,94110,949000,3,2.0,SF District 9,1250,5170,1904,16,759,571,Active,August-2-2025 11:30 AM,August-2-2025 01:30 PM,https://www.redfin.com/CA/San-Francisco/2928-25th-St-94110/home/196427491,San Francisco MLS,425057836,N,Y,37.7513485,-122.4085349
MLS Listing,,Townhouse,19 Progress St,San Francisco,CA,94124,899000,5,2.0,BAY VIEW,1583,2142,1991,16,568,,Active,,,https://www.redfin.com/CA/San-Francisco/19-Progress-St-94124/home/2017021,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41104866,N,Y,37.7333993,-122.3838718
MLS Listing,,Condo/Co-op,318 Main St Unit 5I,San Francisco,CA,94105,1098000,1,1.5,SAN FRANCISCO,1000,,2015,16,1098,1330,Active,August-3-2025 02:00 PM,August-3-2025 05:00 PM,https://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-5I/home/109686953,MLSListings,ML82008219,N,Y,37.7889813,-122.3918869
MLS Listing,,Condo/Co-op,200 Brannan St #208,San Francisco,CA,94107,1288800,2,2.0,SAN FRANCISCO,1520,,2004,16,848,1087,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-208/home/1640950,MLSListings,ML82008222,N,Y,37.7836726,-122.3902581
MLS Listing,,Condo/Co-op,1450 Franklin St #801,San Francisco,CA,94109,1585000,2,2.0,SF District 8,1266,12318,2017,16,1252,1167,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1450-Franklin-St-94109/unit-801/home/167259452,San Francisco MLS,425032745,N,Y,37.788022,-122.4234364
MLS Listing,,Condo/Co-op,83 Mcallister St #402,San Francisco,CA,94102,299000,0,1.0,CIVIC CENTER,256,7498,2007,16,1168,444,Active,,,https://www.redfin.com/CA/San-Francisco/83-McAllister-St-94102/unit-402/home/21967266,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41104829,N,Y,37.7808814,-122.4132786
MLS Listing,,Multi-Family (2-4 Unit),1315-1317 Kansas St,San Francisco,CA,94107,1199000,3,2.0,SF District 9,2520,1875,1924,16,476,,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1315-1317-Kansas-St-94107/home/194789191,San Francisco MLS,425055296,N,Y,37.752991,-122.402143
MLS Listing,,Single Family Residential,931 Athens St,San Francisco,CA,94112,1350000,4,3.0,SF District 10,1982,2495,1925,16,681,,Active,,,https://www.redfin.com/CA/San-Francisco/931-Athens-St-94112/home/1114431,San Francisco MLS,425056300,N,Y,37.7142525,-122.4337153
MLS Listing,,Multi-Family (2-4 Unit),2033-2035 Clement St,San Francisco,CA,94121,1695000,6,4.5,San Francisco,2226,2500,1916,16,761,,Active,,,https://www.redfin.com/CA/San-Francisco/2033-2035-Clement-St-94121/home/196419167,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41104808,N,Y,37.781939,-122.481195
MLS Listing,,Single Family Residential,2033 Clement St,San Francisco,CA,94121,1695000,5,3.5,CENTRAL RICHMOND,2226,2500,1916,16,761,,Active,,,https://www.redfin.com/CA/San-Francisco/2033-Clement-St-94121/home/1953884,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41104807,N,Y,37.781939,-122.481195
MLS Listing,,Multi-Family (5+ Unit),1814-1818 Fell St,San Francisco,CA,94117,2100000,7,,SF District 6,4500,2500,1908,16,467,,Active,,,https://www.redfin.com/CA/San-Francisco/1814-1818-Fell-St-94117/home/194788518,San Francisco MLS,425057621,N,Y,37.772988,-122.4479
MLS Listing,,Single Family Residential,14 Youngs Ct,San Francisco,CA,94124,999000,3,2.0,SAN FRANCISCO,2004,1863,1986,16,499,200,Active,,,https://www.redfin.com/CA/San-Francisco/14-Youngs-Ct-94124/home/936533,MLSListings,ML82014649,N,Y,37.7361724,-122.3860722
MLS Listing,,Multi-Family (2-4 Unit),168-170 Bernard St,San Francisco,CA,94109,1999888,7,3.0,SAN FRANCISCO,2724,1467,1906,16,734,,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/170-Bernard-St-94109/home/195616215,MLSListings,ML82014645,N,Y,37.7962939,-122.4162577
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 12F,San Francisco,CA,94105,1450000,2,2.0,SF District 9,1381,12410,,16,1050,1574,Active,,,https://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-12F/home/40138696,San Francisco MLS,425057344,N,Y,37.7857425,-122.3988969
MLS Listing,,Vacant Land,1728 Larkin St,San Francisco,CA,94109,2800000,,,SF District 8,,3499,,17,,,Active,,,https://www.redfin.com/CA/San-Francisco/1728-Larkin-St-94109/home/173330136,San Francisco MLS,425057589,N,Y,37.793928,-122.419307
MLS Listing,,Townhouse,161 Cleo Rand Ln,San Francisco,CA,94124,760000,2,1.5,SAN FRANCISCO,1150,111214,1989,17,661,543,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/161-Cleo-Rand-Ln-94124/home/2024872,MLSListings,ML81997303,N,Y,37.7291781,-122.3716916
MLS Listing,,Multi-Family (2-4 Unit),3511 23rd St,San Francisco,CA,94110,2675000,5,1.0,SF District 5,2880,2125,1900,17,929,,Active,,,https://www.redfin.com/CA/San-Francisco/3511-23rd-St-94110/home/1004335,San Francisco MLS,425041045,N,Y,37.7534397,-122.4218783
MLS Listing,,Multi-Family (5+ Unit),3820 Divisadero St,San Francisco,CA,94123,3250000,6,,SF District 7,5955,2905,1927,17,546,,Active,,,https://www.redfin.com/CA/San-Francisco/3820-Divisadero-St-94123/home/580453,San Francisco MLS,425056095,N,Y,37.8050419,-122.4435984
MLS Listing,,Condo/Co-op,1288 Howard St #514,San Francisco,CA,94103,1298000,2,2.0,SF District 9,1102,37143,2022,17,1178,496,Active,,,https://www.redfin.com/CA/San-Francisco/1288-Howard-St-94103/unit-514/home/180101879,San Francisco MLS,425057446,N,Y,37.775436,-122.4130273
MLS Listing,,Condo/Co-op,1070 Green St #801,San Francisco,CA,94133,3395000,2,2.5,SF District 8,1616,8721,1961,17,2101,2627,Active,,,https://www.redfin.com/CA/San-Francisco/1070-Green-St-94133/unit-801/home/1892827,San Francisco MLS,425056599,N,Y,37.7987784,-122.4168978
MLS Listing,,Multi-Family (5+ Unit),1073 Bush St,San Francisco,CA,94109,2489000,9,,SF District 8,6542,5088,1911,17,380,,Active,,,https://www.redfin.com/CA/San-Francisco/1073-Bush-St-94109/home/1235396,San Francisco MLS,425057402,N,Y,37.7892037,-122.414837
MLS Listing,,Condo/Co-op,915 North Point St Unit G2,San Francisco,CA,94109,1399000,2,2.0,SF District 8,,14697,,17,,809,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/915-N-Point-St-94109/unit-G2/home/196400141,San Francisco MLS,425057395,N,Y,37.805147,-122.422351
MLS Listing,,Single Family Residential,363 Panorama Dr,San Francisco,CA,94131,1250000,2,1.0,SF District 4,1062,3630,1956,17,1177,2,Active,,,https://www.redfin.com/CA/San-Francisco/363-Panorama-Dr-94131/home/1042937,San Francisco MLS,425056067,N,Y,37.7507621,-122.4523378
MLS Listing,,Single Family Residential,131 Vienna St,San Francisco,CA,94112,999000,5,3.0,SF District 10,2502,2500,1987,17,399,,Active,,,https://www.redfin.com/CA/San-Francisco/131-Vienna-St-94112/home/1680120,San Francisco MLS,425056977,N,Y,37.7261004,-122.4259236
MLS Listing,,Condo/Co-op,3390 16th St,San Francisco,CA,94114,1098000,3,2.0,SF District 5,,1738,1906,18,,290,Active,,,https://www.redfin.com/CA/San-Francisco/3390-16th-St-94114/home/868657,San Francisco MLS,425054116,N,Y,37.764729,-122.428413
MLS Listing,,Condo/Co-op,2790 19th Ave #21,San Francisco,CA,94132,995000,3,2.0,SF District 4,1460,174213,1979,19,682,1318,Active,,,https://www.redfin.com/CA/San-Francisco/2790-19th-Ave-94132/unit-21/home/1453860,San Francisco MLS,425057272,N,Y,37.736078,-122.474074
MLS Listing,,Condo/Co-op,1258 York St,San Francisco,CA,94110,1998000,3,2.5,SF District 9,2030,2578,,19,984,1,Active,,,https://www.redfin.com/CA/San-Francisco/1258-York-St-94110/home/110051907,San Francisco MLS,425054412,N,Y,37.7519412,-122.4083474
MLS Listing,,Condo/Co-op,260 King St #261,San Francisco,CA,94107,699000,1,1.0,SF District 9,965,213232,2004,19,724,1060,Active,,,https://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-261/home/8191036,San Francisco MLS,425057202,N,Y,37.7776266,-122.3936716
MLS Listing,,Condo/Co-op,450 Carl St,San Francisco,CA,94117,1000000,2,2.0,SF District 5,952,112621,1990,19,1050,514,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/450-Carl-St-94117/home/601897,San Francisco MLS,425056942,N,Y,37.7650433,-122.4568583
MLS Listing,,Multi-Family (2-4 Unit),2654-2656 Bush St,San Francisco,CA,94115,2295000,5,3.0,LOWER PAC HTS,2502,2750,2502,20,917,,Active,,,https://www.redfin.com/CA/San-Francisco/2654-2656-Bush-St-94115/home/196371664,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41104004,N,Y,37.786353,-122.440956
MLS Listing,,Single Family Residential,714 London St,San Francisco,CA,94112,1395000,3,3.5,SF District 10,1819,2495,1949,20,767,,Active,August-1-2025 05:00 PM,August-1-2025 07:00 PM,https://www.redfin.com/CA/San-Francisco/714-London-St-94112/home/1606714,San Francisco MLS,425048740,N,Y,37.717926,-122.4391728
MLS Listing,,Condo/Co-op,170 King St #1104,San Francisco,CA,94107,585000,0,1.0,SF District 9,448,42969,2007,20,1306,789,Active,,,https://www.redfin.com/CA/San-Francisco/170-King-St-94107/unit-1104/home/17304637,San Francisco MLS,425057004,N,Y,37.7789887,-122.3914682
MLS Listing,,Single Family Residential,170 Eastwood Dr,San Francisco,CA,94112,2288000,5,3.5,SF District 4,2604,4277,1920,20,879,14,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/170-Eastwood-Dr-94112/home/1997043,San Francisco MLS,425054593,N,Y,37.7291298,-122.4571682
MLS Listing,,Condo/Co-op,1015 Ashbury St #4,San Francisco,CA,94117,1208000,1,1.0,SF District 5,974,4988,1913,20,1240,300,Active,,,https://www.redfin.com/CA/San-Francisco/1015-Ashbury-St-94117/unit-4/home/12277471,San Francisco MLS,424073753,N,Y,37.7642953,-122.4463036
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #321,San Francisco,CA,94132,798000,3,2.0,SAN FRANCISCO,1186,,2002,20,673,1053,Active,,,https://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-321/home/872219,MLSListings,ML82014332,N,Y,37.7102167,-122.4669844
MLS Listing,,Condo/Co-op,1015 Ashbury St #3,San Francisco,CA,94117,588000,1,1.0,SF District 5,824,4988,1913,20,714,255,Active,,,https://www.redfin.com/CA/San-Francisco/1015-Ashbury-St-94117/unit-3/home/12277470,San Francisco MLS,424077097,N,Y,37.7642953,-122.4463036
MLS Listing,,Single Family Residential,275 Teddy Ave,San Francisco,CA,94134,849000,3,2.0,SAN FRANCISCO,1168,2500,1900,20,727,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/275-Teddy-Ave-94134/home/1929189,MLSListings,ML82014311,N,Y,37.7148497,-122.4081651
MLS Listing,,Condo/Co-op,301 Main St Unit 34B,San Francisco,CA,94105,3695000,3,2.5,SF District 9,1507,76210,2008,20,2452,1377,Active,August-3-2025 11:00 AM,August-3-2025 01:00 PM,https://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-34B/home/21966914,San Francisco MLS,425056679,N,Y,37.7895974,-122.3911965
MLS Listing,,Single Family Residential,224 Twin Peaks Blvd,San Francisco,CA,94114,2750000,3,2.5,SF District 5,1542,2583,1916,20,1783,,Active,July-31-2025 04:30 PM,July-31-2025 06:00 PM,https://www.redfin.com/CA/San-Francisco/224-Twin-Peaks-Blvd-94114/home/673033,San Francisco MLS,425031138,N,Y,37.7585821,-122.4487806
MLS Listing,,Single Family Residential,980 Holloway Ave,San Francisco,CA,94132,1350000,2,1.0,SF District 4,1590,4011,1922,20,849,,Active,,,https://www.redfin.com/CA/San-Francisco/980-Holloway-Ave-94132/home/1123528,San Francisco MLS,425056840,N,Y,37.7218741,-122.4639261
